10000 100000
1437 7884 5
3411 7453 6
7015 3123 3
7285 8956 3
1788 5118 10
5846 9411 4
2107 1502 7
8726 9880 1
7170 4157 10
1363 5350 6
8215 6515 2
5743 6518 4
7675 6307 8
1794 786 8
6209 3924 8
2016 5739 4
9193 7990 1
1867 3386 7
7542 4078 6
3710 1872 7
8721 3430 4
3437 9219 3
3658 5438 6
438 6467 6
5353 2408 5
2073 6747 8
6116 4177 4
3814 4262 3
8166 5992 6
247 8460 2
5785 7646 6
4927 6896 3
4849 712 2
1561 4939 10
2380 9150 8
7563 3088 2
4640 7933 2
5236 4844 1
4255 903 6
6204 3710 3
7167 5951 1
314 1937 10
1924 7728 7
6622 6553 2
1900 1140 8
1365 1274 9
2110 1185 8
1225 8071 1
565 5068 7
9320 949 4
1119 7741 7
7434 7994 9
5627 1733 3
812 7430 3
978 7913 6
1290 5262 9
1102 4273 4
429 542 3
1792 4665 5
6422 726 2
9723 5486 4
7911 5887 5
8314 1011 10
5584 5823 2
9910 5276 7
9347 8485 9
9304 989 9
538 9039 7
5815 5859 8
5156 6934 10
5148 7219 4
1089 9594 2
4507 8166 7
5713 1945 6
7965 809 10
9740 1081 3
809 8804 10
5659 6849 6
289 5480 5
1695 8147 3
3027 9654 7
3500 8146 7
7223 5382 10
9973 1229 8
1909 208 4
4127 9614 5
6191 291 8
9315 6331 8
9419 8342 8
7465 2651 10
8188 1880 6
286 6277 1
5033 5591 4
8422 9894 9
2503 8003 9
1307 497 8
2200 7873 10
818 1654 7
5293 178 8
9432 6000 7
328 7026 7
6013 844 10
4078 9033 4
9962 691 8
2818 8140 8
5324 5265 7
4688 4737 8
4596 396 7
4132 7253 5
7464 8388 1
3708 5281 10
9336 1548 2
2049 2592 7
1897 133 4
9915 7527 4
7733 1587 1
5078 1148 4
7354 1064 8
6463 1087 10
8395 753 5
7441 7031 1
775 5338 2
8033 1401 5
9881 9495 4
3888 2989 6
2818 1783 5
6752 5525 10
8855 7485 3
7906 3792 5
4857 3712 10
5353 5944 3
7078 7478 10
6480 2230 1
8339 3491 9
7254 5703 2
2097 4877 5
1460 1063 10
614 757 2
1416 9100 7
7561 8486 1
5478 5893 9
7668 4782 5
6832 51 1
4349 3642 3
6668 9357 8
7830 6977 3
9723 6876 6
3570 7647 6
1997 9400 3
7096 6423 1
7809 9092 8
6975 9505 2
8963 7231 3
4544 7670 4
8692 3404 9
6457 6936 8
8843 5293 7
751 6210 2
4647 183 6
1845 903 2
1863 8332 2
3832 4679 7
7074 4325 3
7874 9775 6
1474 8015 9
2777 5639 6
7092 5666 10
2512 1110 2
7117 189 9
1637 9428 2
1273 3675 9
7557 7991 7
1860 6356 5
1306 4435 6
7118 2268 5
9154 9953 7
2912 6875 2
5542 3570 7
8577 8955 1
492 5864 5
6400 7036 1
1217 3593 6
5409 3982 1
3238 3040 5
4307 9376 10
5451 8903 5
5426 1238 5
9623 1609 5
4937 2395 4
5930 5836 10
6172 5104 10
2579 8050 8
2848 871 1
203 2324 7
2706 508 5
1804 6571 9
2841 3200 8
2025 6339 4
2621 9940 7
5099 1292 6
9906 1964 2
2058 3550 9
2132 4407 2
2295 7621 10
4397 9821 4
7785 8100 8
7965 8372 5
6297 4430 10
7742 7709 5
5002 8695 6
6078 2521 10
5639 720 10
1069 8944 8
8993 9092 6
1319 5310 2
1174 1932 4
435 889 1
9272 8631 9
5614 6873 1
5335 9427 10
687 1857 8
9251 5879 6
5370 8762 7
2860 1573 8
4725 4114 2
3423 5585 10
9357 253 4
5256 7878 7
3676 4302 6
6917 4113 8
2796 2778 1
3344 6373 2
6741 2292 10
6841 4570 5
5840 2433 10
9597 4710 1
152 7913 3
9127 7567 1
5003 6935 5
9044 3057 6
2765 6095 1
6149 4129 4
8977 7302 5
9022 4998 6
5463 375 7
469 5717 6
778 1474 2
5586 4639 5
2967 6238 1
1412 5059 1
7543 5932 7
2099 8043 3
2599 6971 5
9408 4674 8
4425 1685 8
8296 9736 2
184 720 6
2272 6774 10
2226 9341 5
3176 5137 10
3763 8417 1
3801 226 10
4852 3549 2
1874 3409 1
6776 4082 7
9408 8573 5
1600 1853 3
7670 7057 3
559 3342 9
8866 3757 4
4147 7915 3
401 1368 1
7439 9715 4
2811 1844 7
6742 3598 5
3245 3267 2
2965 4348 10
9472 6011 8
1849 307 5
4113 7658 7
1629 9892 4
686 1948 4
1856 8463 10
7100 7553 3
1334 9157 6
6190 8453 4
8032 2953 7
9163 6816 9
2926 9821 1
7103 9595 10
4195 2438 4
6824 633 8
3837 971 2
8080 8973 2
8659 5854 1
8441 9608 4
8731 5280 9
515 1800 2
3824 7114 10
7310 2010 5
906 780 3
5052 5083 3
1891 1995 7
2389 4742 6
7434 6290 8
6911 6117 5
7345 3863 8
3720 4421 10
1596 8731 3
756 5807 9
9597 2802 7
2513 9402 8
9256 5445 4
923 6294 7
6354 7313 7
401 3859 8
4993 891 3
512 2568 7
79 3125 9
5463 1579 4
9815 2913 7
2180 3287 1
4179 3434 9
6603 8909 3
4801 4844 7
6765 760 2
2480 810 8
8847 5796 1
6429 570 7
458 5415 2
6507 7925 4
5534 645 2
6819 7046 1
566 6768 7
1866 7502 5
3723 7443 1
92 3312 5
8528 5256 7
6420 5320 9
9724 1754 2
4843 4170 5
2402 9331 4
5589 9902 10
9087 9233 3
7154 1061 3
1055 7401 5
7291 3972 7
5276 9680 1
4961 731 8
4799 7249 4
6040 3458 1
3200 7265 4
1407 938 2
2822 2358 9
3291 2737 5
3355 2174 8
3161 8348 3
3296 2783 6
8929 8729 1
897 9699 4
6921 8828 9
1218 1827 3
4866 9421 8
6234 2843 5
2063 1114 1
7577 2966 4
2586 2074 4
5064 5717 10
9139 5972 3
1258 7969 9
4458 3767 7
2351 1701 4
9617 9352 1
506 2001 8
6093 3726 4
8254 7152 1
5202 1062 9
3445 975 1
6140 8780 8
3350 8481 6
6525 5991 5
5524 5357 10
8902 5025 3
9457 4613 2
6824 8696 3
3184 4572 7
6659 1359 3
7910 7263 1
1776 1593 9
7887 1945 8
2954 7742 8
8807 368 7
6775 9060 2
1509 16 2
5197 9409 8
7274 267 10
1155 3352 8
1567 2899 1
2249 5004 1
4764 3276 6
8594 4005 9
9890 5391 3
7535 2575 8
53 6508 1
8133 7356 6
9851 9488 3
9370 1420 8
6873 5671 10
4606 9181 2
9134 9756 1
5825 4360 4
4730 4983 6
6032 7783 5
585 3598 7
7159 2374 7
2034 1434 1
8516 4926 2
1952 6347 9
8065 8369 9
6654 761 8
6829 7147 9
5842 1826 3
6019 6840 9
720 8651 2
86 6360 8
8895 8358 10
3097 9666 7
6443 6184 7
5366 74 2
8056 7309 8
2648 239 7
7281 9828 6
655 2643 6
9802 1472 2
2135 5240 8
4010 2878 4
2518 9598 1
4886 1359 1
9956 1236 3
7541 7061 6
5971 6689 6
8894 1885 7
3002 8134 1
4242 236 8
4042 1646 10
9356 6575 6
6704 2193 7
727 4557 10
9124 7568 10
3649 2394 3
6982 3772 10
6190 5359 1
9264 7398 7
7810 9493 9
3301 5396 4
8667 8053 6
6734 3120 8
3605 3264 7
6892 9942 4
4268 7690 7
6655 4869 1
6699 7194 9
9583 9284 1
8054 6841 3
9568 1233 3
2822 7630 4
8131 1620 5
9762 3974 8
8660 7147 5
7002 984 9
1815 7576 10
173 5837 7
8564 1186 9
8193 5285 4
5101 4319 8
2934 5959 8
953 345 4
9740 9139 4
961 7805 3
8916 7469 7
1605 5159 5
403 6170 3
5165 7479 7
785 58 6
5318 1278 1
731 2909 6
6613 7648 1
9183 7653 9
1256 2107 3
9141 6917 2
4978 859 6
1778 4496 7
1650 6095 3
3101 4856 5
7719 5129 4
5117 248 7
4718 666 5
2964 5378 10
1450 5758 4
5932 9361 2
5395 4415 1
7409 9211 2
9342 7855 6
9098 1888 3
1589 3031 9
8370 2112 1
1027 6715 1
1323 6808 4
125 6852 6
2768 6410 7
6315 8970 10
1295 6764 7
7324 950 4
1376 7839 7
7226 6146 8
694 146 3
1090 2389 1
3123 3936 6
9747 8886 4
2068 1015 9
8230 8740 8
2799 4032 3
2793 1593 1
9176 6295 9
2386 1072 3
3788 1681 5
42 5408 7
7320 968 9
8509 6694 4
8895 1392 9
3888 1378 9
8288 4927 9
6299 3788 1
4214 7987 6
5938 5868 1
4777 5350 5
7518 9748 3
6986 128 10
7185 6610 1
4489 8452 4
943 2377 1
3135 6170 9
4541 7742 6
7889 8510 9
2617 9924 3
404 1287 7
8729 4984 4
557 1170 3
9779 6169 6
7311 3265 6
3916 6878 8
6722 8344 8
1145 8320 8
5874 6165 4
2979 8198 3
2924 7497 5
1394 5468 7
8560 8707 9
1544 436 7
5332 7078 6
2561 7180 9
4692 558 10
62 3390 8
2711 7200 6
7713 4266 9
7000 7681 4
466 8554 9
6997 3034 8
498 8873 10
505 9371 10
487 3042 2
3235 227 1
2125 7718 10
4817 8387 9
66 8304 5
9205 1969 9
9649 3495 5
9158 3337 2
3437 5994 7
3174 3153 10
1935 2827 6
4477 299 5
1631 1748 6
4507 1489 3
320 6454 1
2427 4714 3
7391 7035 7
6310 5902 8
1988 8747 4
9341 6507 2
8649 5465 6
8324 8699 9
3127 9989 6
5741 1828 8
5420 4001 9
3492 513 3
2139 1517 4
54 6549 10
7285 2935 6
3079 8771 4
4900 8329 9
7025 6308 1
8070 9226 3
5353 2162 6
5274 8824 5
8921 4519 8
9858 168 8
178 5859 5
9006 9598 9
3310 8841 4
4734 1943 8
1015 8362 7
2832 7814 2
5810 2529 1
2452 8750 1
7920 9736 3
4562 1329 1
157 8312 5
8019 7168 6
4825 1268 2
5584 8199 9
9500 2332 3
2272 1170 4
227 6528 8
7051 1169 5
9739 7793 1
5007 7201 3
9178 2677 4
1854 9545 6
4358 367 2
5972 2021 7
5111 3000 1
8520 7301 2
7849 8398 4
8 9293 4
5617 9409 6
4207 2901 1
7547 3751 3
9349 1609 7
8276 192 3
4619 9826 1
7548 6978 5
854 3695 5
7843 6309 7
520 7191 1
7243 5482 6
4931 4973 9
7322 4508 9
5418 9426 7
5354 1090 5
1094 6853 6
1671 5911 6
3572 8806 7
247 6584 4
6865 7603 10
4066 31 10
789 9360 4
4984 3160 1
6424 8043 7
6565 4234 1
5165 3943 9
5669 8863 8
4396 1792 10
3603 4516 5
7046 2080 1
7587 2964 5
9424 6422 3
6428 4512 10
1730 8927 6
1317 5331 1
5540 6046 6
9819 8416 1
7851 9469 5
3598 6528 6
4586 2284 4
242 5991 3
106 1546 6
3768 1259 7
1999 9627 3
904 1875 6
5415 6884 6
7085 6289 10
9928 7111 10
3064 4580 3
2172 8317 9
7908 576 8
6633 7053 5
8662 6215 10
9811 8964 1
4607 2076 9
1203 7786 7
5669 7069 9
4466 2888 4
235 4469 3
6396 6106 5
5347 8235 4
291 3700 5
976 7392 2
3509 4912 2
4383 1689 4
2734 3957 3
4280 3429 6
9311 567 5
1117 1171 6
7926 3018 5
4626 5017 7
6426 3735 10
7253 4579 6
7717 1736 6
5413 9808 9
7357 7464 8
8173 594 6
3291 7920 9
6935 739 1
9005 4894 4
9735 3600 5
2388 7359 9
1428 7130 2
1544 5990 7
3074 8677 5
2940 488 6
5295 8992 3
3363 7789 9
5772 5376 8
7415 8645 1
2358 6653 4
1865 7000 1
1786 6033 3
5743 5595 7
3507 3388 8
8560 2361 8
2596 2733 6
366 9091 1
2050 6612 4
101 2324 8
293 8810 4
3410 9521 6
6354 7370 4
1202 1659 4
6942 3062 3
4510 9090 4
9840 4242 1
3719 2417 7
7125 4536 7
3179 1212 2
109 6586 9
3410 6520 4
9558 4387 3
742 8873 8
8978 245 6
1345 2330 2
9259 8541 3
341 2988 3
4764 3505 3
5459 7877 6
8386 8743 10
1520 6239 1
8988 5757 5
7731 653 7
6895 1214 5
4489 5768 6
3632 1462 2
7972 1915 9
5584 7674 1
3327 5851 1
8516 814 7
9317 5736 9
1017 207 7
7742 5423 5
3367 5530 9
7047 6705 10
9821 4910 1
1582 5568 5
4048 6599 9
5134 3826 10
3380 3316 8
5493 810 4
1338 3932 3
3052 427 2
156 761 10
4947 1675 1
1226 7369 10
3611 3274 3
3905 5135 1
8005 2402 5
2442 1496 6
4771 94 8
1512 7079 1
3340 1126 10
7257 5818 9
9328 5589 10
4354 8445 3
4360 6053 7
7085 5559 1
2321 1309 5
5885 9388 6
2851 7714 2
5104 5919 10
8225 4823 2
9252 7270 8
230 4998 10
535 5516 4
3533 1812 9
9390 4865 3
1320 8596 4
4904 2446 9
727 1121 5
3448 3575 2
5154 4710 7
3335 178 10
6183 3 10
53 1063 1
4510 3621 8
8479 3668 8
8583 6512 9
1897 2904 3
2619 3748 5
1200 1484 2
8112 4801 7
6023 8108 2
8944 1634 2
9557 5702 6
9256 9224 4
9461 8658 2
4839 2830 7
2384 6273 10
1110 107 7
8864 7500 6
3218 9910 5
6876 747 6
7135 6735 10
2300 1589 10
6059 1195 10
1071 4904 8
4592 5009 7
6464 1579 9
9879 9939 2
5375 1168 5
5839 63 5
7663 8527 9
3829 3182 3
3478 7721 5
5014 6594 2
1098 3562 9
3885 3609 1
1334 5222 5
5002 6971 1
2361 4218 9
9382 2691 2
6963 5060 7
3057 9573 7
1442 7041 5
9795 2156 10
6052 5221 2
5269 7196 4
5983 8291 6
9037 3877 7
5854 4699 8
8390 4604 4
9539 8152 2
8601 5161 4
1478 7284 2
9959 671 2
1052 553 10
1833 9751 9
1334 8725 2
5716 7933 9
2836 91 8
6883 1368 2
8621 7693 7
2889 218 6
3206 3756 6
196 4242 10
7603 846 4
9976 1488 8
7967 8651 8
2394 3085 1
161 4021 4
625 5567 10
5947 2454 1
6425 5759 4
9152 8835 6
3115 8384 9
2457 8281 6
9539 1749 4
3338 4134 3
1651 6483 10
2650 3424 7
9360 4267 8
445 9568 9
4907 5626 3
4364 2409 7
9882 6843 6
5475 3058 6
9481 6786 10
1654 5529 9
7743 1755 10
5701 6806 3
4946 1979 3
5825 8033 9
801 1031 5
7226 3497 9
6144 8456 4
4507 6303 6
2978 613 10
7784 8752 5
2421 1756 1
9051 4093 4
4216 7491 4
9751 456 9
3873 4746 7
941 296 1
3479 716 3
5620 6559 10
6554 8682 1
5994 2462 5
9219 4655 1
585 8087 9
1710 6235 8
9696 9179 10
3434 2887 2
7545 8834 5
9863 143 3
9086 89 4
9685 7854 4
8181 6023 7
6337 5220 1
8876 8414 3
8178 4541 7
6804 6103 8
5814 6859 4
880 3560 5
9301 454 4
5805 5985 8
8052 3206 5
5887 4745 1
8319 3577 1
7992 6557 9
7623 9680 9
1358 7203 3
7030 6150 2
1692 8871 9
5745 2925 9
519 6154 1
3748 5480 7
1255 5150 3
2749 3130 9
6883 4460 10
6634 2975 3
9447 434 1
5201 5910 7
9412 9817 8
8979 6895 3
1547 2702 4
1424 4283 5
6104 3074 5
9776 6824 8
8463 209 2
1802 6247 3
9134 2504 8
6976 1923 3
775 3475 1
9105 1890 6
3200 5201 9
3506 5922 2
7840 660 6
3957 7683 9
6640 4326 9
3472 2086 4
6102 5228 6
6767 2594 9
9815 3328 9
2611 3532 2
2145 7985 4
3881 2278 3
3621 1781 1
4098 4814 9
1613 9905 6
7418 3015 9
7916 232 9
697 6144 4
1094 250 4
1718 7573 5
6868 3111 5
3697 3318 10
9317 2876 1
5610 6732 1
837 2763 4
8138 1928 10
9094 6719 3
8656 7807 10
2981 7453 6
5789 4267 8
3820 7879 2
9399 4859 1
2439 9841 8
961 9817 3
3129 9010 8
6397 5089 5
3372 6300 7
6614 9397 5
1281 6638 5
9330 4626 9
9085 8340 10
7443 1112 9
7659 1614 4
1757 8611 2
7074 5289 9
8156 6893 7
2906 5346 6
1136 1133 7
903 4150 4
9458 6395 10
1938 5076 8
8710 6856 7
7198 1866 9
6944 5225 4
2363 5223 8
9316 245 6
5961 6199 7
5385 1528 4
9799 4790 9
6116 9570 9
8209 1286 8
3209 80 3
5688 7929 5
8107 6971 6
3068 188 6
4871 1920 2
563 334 7
5888 5627 8
4347 6603 5
1181 7892 7
9505 7982 3
323 8874 10
8642 1062 7
6241 9671 5
8255 5643 2
6091 6620 3
3483 133 5
1997 8297 9
9818 7108 1
8426 1241 2
9457 9154 7
3595 5012 3
3459 2975 5
8888 7475 7
6228 9899 5
400 9097 4
4176 9566 5
251 5783 6
8324 3797 5
2888 4918 6
1207 8820 9
4843 8148 4
1017 6960 10
9911 1763 4
6497 7429 6
5413 2536 6
6569 5199 3
736 9207 10
2454 1834 6
1368 1156 3
4248 8673 8
6479 6900 5
831 7599 2
6445 5838 3
305 9942 5
5961 9820 9
6587 9156 6
4615 1799 5
9963 9602 9
4687 7274 2
5411 7183 10
4382 5836 8
9072 3838 3
3219 5302 6
70 7058 9
4848 6423 9
2619 1001 8
4058 3391 7
3046 6228 10
115 8303 2
7721 9501 6
231 2070 9
7448 8748 10
4365 31 10
7416 5487 1
4794 5936 1
8198 6822 1
6694 4520 9
5914 5758 6
6940 6807 6
693 7377 7
9982 556 1
7241 1887 6
5716 2422 4
4207 575 8
3243 14 1
8706 4970 3
8984 4027 9
7748 6086 1
4121 2159 5
4954 4621 9
8358 5507 9
2818 8521 1
7501 9098 2
1642 4492 3
398 2721 7
4316 9323 8
4991 5859 5
1287 5335 2
6151 1606 4
1577 3326 9
398 8788 5
6867 4313 2
669 9008 2
8073 4579 10
7374 2281 8
5038 2265 6
5370 7415 3
6469 2486 8
7120 2907 8
8424 9190 3
2619 9873 8
5601 4920 7
6595 1257 9
131 8430 8
7015 5449 4
4518 6739 5
8248 4997 8
4585 3852 7
5726 7917 8
103 3036 4
1952 9159 9
6721 4759 2
8984 2967 5
8267 1347 2
80 3603 9
5162 491 10
7364 885 8
1578 7778 7
3456 8122 4
5761 9427 6
7161 6507 1
6701 8178 7
5150 4593 2
6884 8295 10
9458 5660 7
6098 2267 9
5219 9379 7
726 16 5
4103 5338 2
7762 2304 1
2042 536 3
8409 7661 6
8575 8709 10
2084 1692 7
9342 3840 1
64 8054 1
2464 4301 9
5000 1158 10
4480 8196 10
9201 1465 10
356 5396 7
6633 8230 9
3383 1816 8
5177 9318 1
5958 8517 9
5233 3101 6
5818 5039 8
2519 9846 4
3195 413 10
481 7199 9
4687 3454 7
258 6932 9
6609 3023 1
5136 9234 4
5234 29 4
9246 4173 2
7894 2186 3
5965 8112 10
573 4109 1
2929 4366 6
168 1429 8
8974 3891 5
348 2575 7
3430 4726 8
5160 2156 2
2923 32 7
4124 8295 9
3309 2149 1
3803 6703 10
6967 5236 8
7907 5404 4
7848 7214 8
300 2610 9
5703 9133 4
5620 5147 9
6055 6179 8
8194 8568 3
8547 2570 7
6586 3561 1
3466 1135 2
7913 617 8
1313 7885 6
898 3056 1
6045 5744 9
5208 8002 2
5406 2469 8
9540 599 10
4580 1571 2
9280 3576 5
140 6824 9
3498 1378 5
1011 5195 1
3773 6756 9
4175 5127 1
5169 1464 3
4844 5711 5
3697 7348 6
1057 1276 2
3494 9858 8
4762 8089 3
5874 2145 5
7245 663 9
8288 6614 8
211 552 10
4623 984 9
7068 4852 3
1090 1256 9
9792 2535 7
522 613 9
2366 2710 1
7000 3137 5
4163 4975 6
8140 5530 1
5803 9706 5
3328 1077 7
6389 3332 3
7815 1555 10
4639 7740 3
2156 9053 4
6252 3136 1
7956 3871 7
5436 1148 5
9650 2382 6
3628 4486 1
4530 2012 1
1095 5825 2
3628 2149 6
9350 7673 10
6161 5439 10
2238 9881 9
7044 8725 5
4585 9812 2
9136 8858 6
7705 7017 3
64 808 10
6851 1344 8
1670 9052 4
9018 6126 5
1596 2333 8
9398 7703 2
356 7329 5
787 2765 7
205 7793 3
3762 624 1
1646 4813 10
7539 935 3
3293 6411 9
940 9996 7
289 1813 10
1356 4258 2
7483 4128 1
1081 9901 3
1114 7508 8
4877 1630 6
5543 6321 3
2528 2711 9
8049 9926 4
2191 2084 9
6129 3058 3
963 606 9
288 934 10
3775 3032 9
1026 56 7
3000 5114 6
6956 6688 5
4679 5935 5
5931 6588 6
5573 4288 3
6198 9278 4
2566 7043 7
3229 7046 7
4061 5860 9
6281 4242 10
4650 4925 3
771 3353 2
6732 5963 5
7195 1251 4
7042 7646 4
8948 1827 6
8753 1435 2
9654 65 1
7942 8625 4
6798 3748 2
1713 6106 5
1320 8375 9
5637 9879 9
7837 3270 3
4632 9501 10
6016 9837 1
4246 5583 1
3873 8374 1
4104 7598 1
3231 580 4
2415 4081 6
2881 5123 1
7096 3908 6
9805 1005 8
7432 363 4
535 7149 8
1013 5628 4
5337 3807 8
3627 7953 10
6446 1604 6
9961 1128 1
2878 302 4
2894 1947 10
3313 6427 1
3136 4327 1
9439 3519 9
2486 332 7
9287 4882 8
2216 4173 2
8190 1580 3
8501 9765 5
7411 8755 2
2580 6996 4
5745 1261 1
8612 2786 2
8745 2712 3
2122 2493 1
2654 5516 2
9615 8715 4
1945 9736 8
3186 8323 1
9939 2435 10
5211 6675 4
2531 307 4
7901 3337 7
312 7729 5
2540 7884 3
3754 982 8
7670 4055 2
9403 6243 8
5365 7914 2
8546 8062 7
5421 1020 1
5333 9985 7
9549 7667 2
2811 6384 4
7823 3442 3
6121 9955 6
4392 9714 10
6440 3693 7
2181 8674 3
9102 6559 6
1051 8038 3
7749 8128 8
5671 6706 10
2051 1983 9
3414 4883 10
8456 7798 3
7712 7770 6
5757 7255 10
8385 2433 7
7771 808 10
1660 3609 3
5935 7390 8
5533 8867 5
3593 4894 3
8657 6008 6
2974 8550 9
9363 5207 2
2417 9064 3
6439 6201 5
4841 4095 3
1890 2771 3
5417 1680 2
7346 5808 8
883 8789 1
4893 9247 8
5218 3602 4
1983 6108 3
8262 1713 7
4611 2871 7
610 786 10
9573 8376 3
3177 539 8
4291 6185 5
9900 6697 7
3110 1870 1
2297 1788 10
4670 8719 8
4512 2404 8
7516 6437 6
1180 4452 7
514 8264 9
7374 9186 1
9177 5032 10
3081 7422 3
725 8821 9
7996 8655 4
7068 7574 2
3779 5747 7
6217 1709 3
6546 1659 7
5913 3120 4
8088 2057 5
2883 2012 6
8566 408 1
2844 5077 1
5695 7608 2
7706 7448 6
603 9334 5
9412 5644 5
5066 2792 8
7220 9591 10
1947 9969 4
651 5214 10
386 4701 9
776 1940 9
4659 9813 8
206 2635 10
4448 9198 3
4457 7339 4
4896 8703 3
7156 9893 7
5446 5343 5
7155 4072 1
6391 9928 4
7767 1649 1
7563 9335 5
1670 2537 9
5533 675 2
6407 6713 9
1969 2591 1
1544 4804 4
5914 1709 10
2868 8490 10
7049 2740 5
7264 6403 1
581 7727 8
6824 9231 8
5386 3116 7
6556 7142 1
4644 5299 1
8944 9618 1
8840 4396 4
7491 440 3
6250 1853 10
6841 2704 1
858 7030 6
7741 4132 6
5730 598 6
8577 5203 8
8100 2177 7
6114 5958 5
9121 9328 4
7188 1826 2
2205 3301 3
2961 8640 3
8673 3606 2
6045 9728 10
9806 9809 4
501 9764 6
4085 2582 6
6852 2107 2
2488 5621 6
2508 5821 8
597 5410 8
6425 2406 8
3450 5088 4
6525 4988 4
2662 9059 6
6725 763 5
4322 784 10
9893 3142 1
8043 8757 2
1465 716 9
9173 6095 6
2513 6875 3
7936 4827 1
4039 2388 4
6374 7056 8
1648 1892 3
7773 891 8
8848 2614 5
2631 9998 10
3515 95 10
6068 5519 4
1589 3644 2
4340 3535 2
6790 501 3
9559 6988 2
8916 7297 9
5988 4053 5
2787 6386 6
9417 3851 10
7252 4626 1
6025 9616 10
138 2011 7
4125 7693 5
1375 4445 8
4704 5251 10
4432 2480 1
5123 627 10
5701 1618 7
4439 9499 4
8521 6620 8
6979 6205 6
7562 6507 1
1882 7716 7
293 8384 8
3290 6692 8
3192 6159 9
5167 948 8
8420 6692 3
9396 4177 10
779 8665 4
9302 1244 5
5465 2052 10
4511 824 4
9561 6031 3
6903 7030 1
7598 3336 6
4539 7139 3
8047 9174 8
3621 6289 2
3685 6955 6
2719 7300 9
6604 2681 2
8268 5532 2
1035 1614 2
5364 6488 10
140 6556 5
7546 7549 1
5748 5595 6
227 8578 6
1933 9747 5
5581 5446 3
6903 7421 7
4964 1115 5
5008 1144 6
5351 3365 3
3318 4336 4
5212 4950 2
7136 5920 8
7831 641 6
5086 4443 1
5875 7867 8
2936 2744 1
3244 478 9
4374 1889 5
4175 6940 2
2479 909 6
8600 8731 3
1303 1472 9
5502 3472 9
4476 8227 7
4248 5060 5
9765 5887 3
9159 301 9
5910 7337 5
8709 2204 5
8060 2094 2
1675 2564 1
7023 9534 4
9580 5570 5
5113 503 7
168 9492 3
9831 9534 3
9687 1301 8
9641 6841 3
9801 7349 10
5107 5843 3
5508 2305 9
9153 1510 8
8335 8206 1
4514 1183 1
1566 8253 4
852 3085 10
7563 4527 10
2992 1522 4
359 9824 1
8875 251 7
2055 3798 9
1579 7851 9
1602 2296 3
1399 959 3
7792 7122 2
3730 7352 9
7620 3396 4
3894 1001 9
5902 7389 10
7714 6196 9
5964 4794 6
9574 4915 4
6276 8263 2
7369 9077 10
9597 4202 6
7603 5657 4
1727 7351 6
3538 7213 1
2787 8377 9
265 3943 5
4320 3951 9
1052 9205 2
6065 2672 6
3988 7379 6
4703 4241 1
3342 81 10
4541 904 7
1174 8389 2
6988 2444 5
7409 96 8
5505 7264 2
7337 23 10
1629 3636 10
5804 6444 5
265 8279 3
2540 6180 2
9778 6869 10
7935 8156 4
920 1720 9
2290 6177 1
2350 7892 9
2079 1926 5
6807 5624 9
1071 7940 8
560 4650 4
4814 8028 8
9356 9166 8
1366 3861 9
8538 3624 5
8904 4638 1
5393 2473 6
1750 9868 4
9211 4016 9
6847 5938 6
2965 8309 7
207 9973 7
8712 216 6
6719 4594 5
8731 8512 5
2007 526 6
8890 6609 7
6554 5719 3
4944 2848 1
9161 3378 2
9833 6313 8
7425 5787 7
5083 3653 8
2305 8431 3
6644 6222 2
373 7921 3
2322 5559 7
6566 5296 9
4118 8483 8
8724 3516 8
5311 8441 6
9647 3613 3
9245 5056 6
6062 4375 2
4687 1777 5
1839 5234 6
7016 6138 4
3808 3975 8
8717 7600 5
3395 1015 8
6749 616 5
3688 1910 1
9760 7005 1
3236 2860 1
7875 4765 2
7558 790 1
2071 9055 8
3204 863 5
5348 3234 5
5525 8282 5
1593 5855 2
4668 8365 7
5784 7621 6
3533 7054 8
5801 22 9
7067 8518 9
86 1780 8
6462 7080 6
6104 5613 4
5687 5560 6
3161 4866 5
1137 7388 8
3556 9012 9
7044 3048 5
7515 4660 1
1509 1184 1
7042 2037 4
2213 6849 9
2863 6321 8
1885 3926 9
3476 4136 9
2848 9652 3
5754 1607 7
3579 5385 8
3946 2253 9
2020 4503 5
7842 3727 10
7959 7568 7
3884 9196 4
544 77 9
8438 2753 2
8282 7275 2
4452 7799 3
4751 4782 5
6752 9955 1
7180 5583 7
1148 6779 8
9414 2710 4
6850 9889 5
1131 695 9
4229 5558 3
9198 8012 7
7951 7608 2
9862 8019 2
6240 1947 5
2820 1939 5
7566 9518 6
6497 804 5
9072 2254 5
3397 5852 6
2329 7114 5
1282 6956 9
6162 6784 9
7616 7971 8
8593 390 7
2902 8077 5
5524 4586 9
7014 537 3
9706 9709 1
2586 2865 5
3315 139 6
6522 829 1
251 7825 4
7363 2447 9
7740 7222 9
6512 3466 8
3559 1019 2
1178 32 6
8593 3555 9
8118 2473 8
3142 9469 3
3554 6574 4
1605 7013 9
6629 2499 2
9400 6827 6
2095 4515 3
1245 3480 6
6210 9675 2
1415 9687 6
9115 4004 7
9883 6022 2
9804 8028 4
5997 5374 6
5576 88 6
952 2865 3
2801 2298 4
9232 9768 6
9138 5891 4
5524 6300 1
3765 4071 8
4171 3755 10
9126 6309 4
5056 9235 6
9491 1338 3
3414 7649 9
2635 662 1
2263 5864 6
836 4193 9
2084 2298 8
1821 8781 4
7591 2370 5
4686 174 6
